toolcombo,toolcombo2,assembly,num_viruses,prop_vir,numtools
0 1 0 1 0 0,0 DVF 0 VB 0 0,Cardiff_Maria,47,0.0766721044045677,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Cardiff_Maria,47,0.0766721044045677,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Birmingham_Maria,42,0.07678244972577697,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Birmingham_Maria,42,0.07678244972577697,3
0 1 0 1 0 0,0 DVF 0 VB 0 0,Dundee_Clat,94,0.07866108786610879,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Dundee_Clat,94,0.07866108786610879,3
0 1 0 1 0 0,0 DVF 0 VB 0 0,Exeter_Maria,13,0.08074534161490683,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Exeter_Maria,13,0.08074534161490683,3
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Nieuwkoop_DHB,61,0.08187919463087248,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Nieuwkoop_DHB,61,0.08187919463087248,4
0 0 1 0 0 0,0 0 tv 0 0 0,Spannenburg,315,0.08373205741626795,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Spannenburg,315,0.08373205741626795,2
0 0 1 1 0 0,0 0 tv VB 0 0,Spannenburg,322,0.08559276980329612,2
0 0 1 1 1 0,0 0 tv VB VS 0,Spannenburg,322,0.08559276980329612,3
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Nieuwkoop_DHB,64,0.08590604026845637,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Nieuwkoop_DHB,64,0.08590604026845637,5
1 0 1 1 0 0,tnv 0 tv VB 0 0,Birmingham_Maria,48,0.08775137111517367,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Birmingham_Maria,48,0.08775137111517367,4
1 1 1 0 0 1,tnv DVF tv 0 0 VS2,South_Holland_Dla,18,0.08823529411764706,4
1 1 1 0 1 1,tnv DVF tv 0 VS VS2,South_Holland_Dla,18,0.08823529411764706,5
1 1 1 1 0 1,tnv DVF tv VB 0 VS2,South_Holland_Dla,18,0.08823529411764706,5
1 1 1 1 1 1,tnv DVF tv VB VS VS2,South_Holland_Dla,18,0.08823529411764706,6
0 0 1 0 0 0,0 0 tv 0 0 0,Nieuwkoop_DHB,66,0.08859060402684564,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Nieuwkoop_DHB,66,0.08859060402684564,2
1 1 0 1 0 0,tnv DVF 0 VB 0 0,Dundee_Maria,21,0.08936170212765958,3
1 1 0 1 1 0,tnv DVF 0 VB VS 0,Dundee_Maria,21,0.08936170212765958,4
1 1 0 0 0 0,tnv DVF 0 0 0 0,London_Maria,58,0.09020217729393468,2
1 1 0 0 1 0,tnv DVF 0 0 VS 0,London_Maria,58,0.09020217729393468,3
0 0 1 1 0 0,0 0 tv VB 0 0,Nieuwkoop_DHB,68,0.0912751677852349,2
0 0 1 1 1 0,0 0 tv VB VS 0,Nieuwkoop_DHB,68,0.0912751677852349,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Cardiff_Maria,56,0.09135399673735727,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Cardiff_Maria,56,0.09135399673735727,3
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Spannenburg,347,0.0922381711855396,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Spannenburg,347,0.0922381711855396,4
0 1 0 0 0 0,0 DVF 0 0 0 0,Amsterdam_Leid,80,0.09269988412514485,1
0 1 0 0 1 0,0 DVF 0 0 VS 0,Amsterdam_Leid,80,0.09269988412514485,2
0 1 0 1 0 0,0 DVF 0 VB 0 0,Amsterdam_Leid,81,0.09385863267670916,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Amsterdam_Leid,81,0.09385863267670916,3
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Spannenburg,361,0.09595959595959595,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Spannenburg,361,0.09595959595959595,5
1 0 1 1 0 0,tnv 0 tv VB 0 0,Cardiff_Maria,59,0.09624796084828711,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Cardiff_Maria,59,0.09624796084828711,4
0 1 0 1 0 0,0 DVF 0 VB 0 0,Dundee_Maria,24,0.10212765957446808,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Dundee_Maria,24,0.10212765957446808,3
1 1 1 0 0 0,tnv DVF tv 0 0 0,Birmingham_Maria,57,0.10420475319926874,3
1 1 1 0 1 0,tnv DVF tv 0 VS 0,Birmingham_Maria,57,0.10420475319926874,4
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Cardiff_Maria,64,0.10440456769983687,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Cardiff_Maria,64,0.10440456769983687,3
1 1 0 1 0 0,tnv DVF 0 VB 0 0,London_Maria,68,0.1057542768273717,3
1 1 0 1 1 0,tnv DVF 0 VB VS 0,London_Maria,68,0.1057542768273717,4
0 1 0 0 0 0,0 DVF 0 0 0 0,London_Maria,69,0.10730948678071539,1
0 1 0 0 1 0,0 DVF 0 0 VS 0,London_Maria,69,0.10730948678071539,2
1 1 0 0 0 0,tnv DVF 0 0 0 0,Glasgow_Bal,41,0.10991957104557641,2
1 1 0 0 1 0,tnv DVF 0 0 VS 0,Glasgow_Bal,41,0.10991957104557641,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Dundee_Clat,132,0.11046025104602511,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Dundee_Clat,132,0.11046025104602511,3
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Birmingham_Maria,61,0.11151736745886655,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Birmingham_Maria,61,0.11151736745886655,3
0 0 1 0 0 0,0 0 tv 0 0 0,Amsterdam_Wee,59,0.11368015414258188,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Amsterdam_Wee,59,0.11368015414258188,2
1 1 1 1 0 0,tnv DVF tv VB 0 0,Birmingham_Maria,63,0.11517367458866545,4
1 1 1 1 1 0,tnv DVF tv VB VS 0,Birmingham_Maria,63,0.11517367458866545,5
1 1 1 0 0 0,tnv DVF tv 0 0 0,Amsterdam_Leid,100,0.11587485515643106,3
1 1 1 0 1 0,tnv DVF tv 0 VS 0,Amsterdam_Leid,100,0.11587485515643106,4
1 0 1 1 0 0,tnv 0 tv VB 0 0,Dundee_Clat,139,0.11631799163179916,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Dundee_Clat,139,0.11631799163179916,4
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Cardiff_Maria,72,0.11745513866231648,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Cardiff_Maria,72,0.11745513866231648,4
1 1 1 1 0 0,tnv DVF tv VB 0 0,Amsterdam_Leid,103,0.11935110081112399,4
1 1 1 1 1 0,tnv DVF tv VB VS 0,Amsterdam_Leid,103,0.11935110081112399,5
1 0 1 0 0 1,tnv 0 tv 0 0 VS2,Nieuwkoop_DHB,89,0.11946308724832215,3
1 0 1 0 1 1,tnv 0 tv 0 VS VS2,Nieuwkoop_DHB,89,0.11946308724832215,4
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Birmingham_Maria,66,0.1206581352833638,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Birmingham_Maria,66,0.1206581352833638,4
0 0 1 1 0 0,0 0 tv VB 0 0,Amsterdam_Wee,63,0.12138728323699421,2
0 0 1 1 1 0,0 0 tv VB VS 0,Amsterdam_Wee,63,0.12138728323699421,3
1 0 1 1 0 1,tnv 0 tv VB 0 VS2,Nieuwkoop_DHB,91,0.1221476510067114,4
1 0 1 1 1 1,tnv 0 tv VB VS VS2,Nieuwkoop_DHB,91,0.1221476510067114,5
0 1 1 0 0 0,0 DVF tv 0 0 0,South_Holland_Dla,25,0.12254901960784313,2
0 1 1 0 1 0,0 DVF tv 0 VS 0,South_Holland_Dla,25,0.12254901960784313,3
0 1 1 1 0 0,0 DVF tv VB 0 0,South_Holland_Dla,25,0.12254901960784313,3
0 1 1 1 1 0,0 DVF tv VB VS 0,South_Holland_Dla,25,0.12254901960784313,4
0 0 1 0 0 0,0 0 tv 0 0 0,Amsterdam_Leid,106,0.12282734646581692,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Amsterdam_Leid,106,0.12282734646581692,2
0 1 0 1 0 0,0 DVF 0 VB 0 0,London_Maria,79,0.12286158631415241,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,London_Maria,79,0.12286158631415241,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,London_Maria,80,0.12441679626749612,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,London_Maria,80,0.12441679626749612,3
0 0 1 1 0 0,0 0 tv VB 0 0,Amsterdam_Leid,109,0.12630359212050984,2
0 0 1 1 1 0,0 0 tv VB VS 0,Amsterdam_Leid,109,0.12630359212050984,3
1 0 1 0 0 1,tnv 0 tv 0 0 VS2,Amsterdam_Wee,66,0.12716763005780346,3
1 0 1 0 1 1,tnv 0 tv 0 VS VS2,Amsterdam_Wee,66,0.12716763005780346,4
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Birmingham_Maria,70,0.12797074954296161,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Birmingham_Maria,70,0.12797074954296161,4
1 0 1 0 0 1,tnv 0 tv 0 0 VS2,Spannenburg,483,0.1283891547049442,3
1 0 1 0 1 1,tnv 0 tv 0 VS VS2,Spannenburg,483,0.1283891547049442,4
1 0 1 1 0 1,tnv 0 tv VB 0 VS2,Amsterdam_Wee,67,0.12909441233140656,4
1 0 1 1 1 1,tnv 0 tv VB VS VS2,Amsterdam_Wee,67,0.12909441233140656,5
1 0 1 1 0 1,tnv 0 tv VB 0 VS2,Spannenburg,490,0.13024986709197237,4
1 0 1 1 1 1,tnv 0 tv VB VS VS2,Spannenburg,490,0.13024986709197237,5
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Cardiff_Maria,80,0.13050570962479607,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Cardiff_Maria,80,0.13050570962479607,4
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Amsterdam_Leid,113,0.13093858632676708,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Amsterdam_Leid,113,0.13093858632676708,3
1 0 1 1 0 0,tnv 0 tv VB 0 0,London_Maria,85,0.1321928460342146,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,London_Maria,85,0.1321928460342146,4
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Birmingham_Maria,74,0.13528336380255943,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Birmingham_Maria,74,0.13528336380255943,5
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Amsterdam_Leid,117,0.13557358053302435,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Amsterdam_Leid,117,0.13557358053302435,4
1 1 1 0 0 0,tnv DVF tv 0 0 0,Cardiff_Maria,85,0.13866231647634583,3
1 1 1 0 1 0,tnv DVF tv 0 VS 0,Cardiff_Maria,85,0.13866231647634583,4
1 1 1 0 0 1,tnv DVF tv 0 0 VS2,Nieuwkoop_DHB,104,0.1395973154362416,4
1 1 1 0 1 1,tnv DVF tv 0 VS VS2,Nieuwkoop_DHB,104,0.1395973154362416,5
1 1 1 1 0 1,tnv DVF tv VB 0 VS2,Nieuwkoop_DHB,106,0.14228187919463087,5
1 1 1 1 1 1,tnv DVF tv VB VS VS2,Nieuwkoop_DHB,106,0.14228187919463087,6
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Cardiff_Maria,88,0.14355628058727568,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Cardiff_Maria,88,0.14355628058727568,5
1 1 1 1 0 0,tnv DVF tv VB 0 0,Cardiff_Maria,88,0.14355628058727568,4
1 1 1 1 1 0,tnv DVF tv VB VS 0,Cardiff_Maria,88,0.14355628058727568,5
1 1 1 0 0 1,tnv DVF tv 0 0 VS2,Amsterdam_Wee,75,0.14450867052023122,4
1 1 1 0 1 1,tnv DVF tv 0 VS VS2,Amsterdam_Wee,75,0.14450867052023122,5
1 1 1 0 0 1,tnv DVF tv 0 0 VS2,Spannenburg,544,0.1446039340776183,4
1 1 1 0 1 1,tnv DVF tv 0 VS VS2,Spannenburg,544,0.1446039340776183,5
1 1 1 1 0 1,tnv DVF tv VB 0 VS2,Amsterdam_Wee,76,0.1464354527938343,5
1 1 1 1 1 1,tnv DVF tv VB VS VS2,Amsterdam_Wee,76,0.1464354527938343,6
1 1 1 1 0 1,tnv DVF tv VB 0 VS2,Spannenburg,551,0.14646464646464646,5
1 1 1 1 1 1,tnv DVF tv VB VS VS2,Spannenburg,551,0.14646464646464646,6
1 1 0 1 0 0,tnv DVF 0 VB 0 0,Glasgow_Bal,55,0.14745308310991956,3
1 1 0 1 1 0,tnv DVF 0 VB VS 0,Glasgow_Bal,55,0.14745308310991956,4
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Amsterdam_Leid,132,0.15295480880648898,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Amsterdam_Leid,132,0.15295480880648898,4
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Exeter_Maria,25,0.15527950310559005,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Exeter_Maria,25,0.15527950310559005,3
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Exeter_Maria,25,0.15527950310559005,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Exeter_Maria,25,0.15527950310559005,4
0 0 0 0 0 1,0 0 0 0 0 VS2,South_Holland_Dla,32,0.1568627450980392,1
0 0 0 0 1 1,0 0 0 0 VS VS2,South_Holland_Dla,32,0.1568627450980392,2
0 0 0 1 0 1,0 0 0 VB 0 VS2,South_Holland_Dla,32,0.1568627450980392,2
0 0 0 1 1 1,0 0 0 VB VS VS2,South_Holland_Dla,32,0.1568627450980392,3
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Amsterdam_Leid,136,0.15758980301274622,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Amsterdam_Leid,136,0.15758980301274622,5
0 1 1 0 0 0,0 DVF tv 0 0 0,Spannenburg,595,0.158160552897395,2
0 1 1 0 1 0,0 DVF tv 0 VS 0,Spannenburg,595,0.158160552897395,3
0 1 0 0 0 0,0 DVF 0 0 0 0,Glasgow_Bal,59,0.1581769436997319,1
0 1 0 0 1 0,0 DVF 0 0 VS 0,Glasgow_Bal,59,0.1581769436997319,2
1 1 1 0 0 0,tnv DVF tv 0 0 0,Dundee_Clat,190,0.1589958158995816,3
1 1 1 0 1 0,tnv DVF tv 0 VS 0,Dundee_Clat,190,0.1589958158995816,4
0 0 1 0 0 0,0 0 tv 0 0 0,Birmingham_Maria,87,0.1590493601462523,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Birmingham_Maria,87,0.1590493601462523,2
0 1 1 1 0 0,0 DVF tv VB 0 0,Spannenburg,601,0.15975544922913343,3
0 1 1 1 1 0,0 DVF tv VB VS 0,Spannenburg,601,0.15975544922913343,4
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Glasgow_Mil,31,0.15979381443298968,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Glasgow_Mil,31,0.15979381443298968,3
0 0 0 0 0 1,0 0 0 0 0 VS2,Amsterdam_Wee,83,0.1599229287090559,1
0 0 0 0 1 1,0 0 0 0 VS VS2,Amsterdam_Wee,83,0.1599229287090559,2
0 0 1 0 0 0,0 0 tv 0 0 0,Dundee_Clat,196,0.16401673640167364,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Dundee_Clat,196,0.16401673640167364,2
1 1 1 1 0 0,tnv DVF tv VB 0 0,Dundee_Clat,197,0.16485355648535566,4
1 1 1 1 1 0,tnv DVF tv VB VS 0,Dundee_Clat,197,0.16485355648535566,5
0 0 0 1 0 1,0 0 0 VB 0 VS2,Amsterdam_Wee,86,0.16570327552986513,2
0 0 0 1 1 1,0 0 0 VB VS VS2,Amsterdam_Wee,86,0.16570327552986513,3
0 1 1 0 0 0,0 DVF tv 0 0 0,Amsterdam_Wee,86,0.16570327552986513,2
0 1 1 0 1 0,0 DVF tv 0 VS 0,Amsterdam_Wee,86,0.16570327552986513,3
0 0 1 0 0 0,0 0 tv 0 0 0,Cardiff_Maria,103,0.16802610114192496,1
0 0 1 0 1 0,0 0 tv 0 VS 0,Cardiff_Maria,103,0.16802610114192496,2
1 0 0 0 0 1,tnv 0 0 0 0 VS2,Dundee_Clat,203,0.1698744769874477,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,Dundee_Clat,203,0.1698744769874477,3
0 0 1 1 0 0,0 0 tv VB 0 0,Birmingham_Maria,93,0.170018281535649,2
0 0 1 1 1 0,0 0 tv VB VS 0,Birmingham_Maria,93,0.170018281535649,3
0 0 1 1 0 0,0 0 tv VB 0 0,Dundee_Clat,204,0.1707112970711297,2
0 0 1 1 1 0,0 0 tv VB VS 0,Dundee_Clat,204,0.1707112970711297,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Glasgow_Bal,64,0.17158176943699732,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Glasgow_Bal,64,0.17158176943699732,3
1 0 1 1 0 0,tnv 0 tv VB 0 0,Glasgow_Bal,64,0.17158176943699732,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Glasgow_Bal,64,0.17158176943699732,4
0 0 0 0 0 1,0 0 0 0 0 VS2,Spannenburg,646,0.1717171717171717,1
0 0 0 0 1 1,0 0 0 0 VS VS2,Spannenburg,646,0.1717171717171717,2
0 0 1 1 0 0,0 0 tv VB 0 0,Cardiff_Maria,106,0.1729200652528548,2
0 0 1 1 1 0,0 0 tv VB VS 0,Cardiff_Maria,106,0.1729200652528548,3
0 1 1 1 0 0,0 DVF tv VB 0 0,Amsterdam_Wee,90,0.17341040462427745,3
0 1 1 1 1 0,0 DVF tv VB VS 0,Amsterdam_Wee,90,0.17341040462427745,4
1 0 1 0 0 0,tnv 0 tv 0 0 0,Exeter_Maria,28,0.17391304347826086,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Exeter_Maria,28,0.17391304347826086,3
0 0 0 1 0 1,0 0 0 VB 0 VS2,Spannenburg,661,0.1757044125465178,2
0 0 0 1 1 1,0 0 0 VB VS VS2,Spannenburg,661,0.1757044125465178,3
0 0 0 0 0 1,0 0 0 0 0 VS2,Birmingham_Maria,99,0.1809872029250457,1
0 0 0 0 1 1,0 0 0 0 VS VS2,Birmingham_Maria,99,0.1809872029250457,2
1 0 0 0 0 1,tnv 0 0 0 0 VS2,London_Maria,117,0.18195956454121306,2
1 0 0 0 1 1,tnv 0 0 0 VS VS2,London_Maria,117,0.18195956454121306,3
0 0 0 0 0 1,0 0 0 0 0 VS2,Cardiff_Maria,112,0.18270799347471453,1
0 0 0 0 1 1,0 0 0 0 VS VS2,Cardiff_Maria,112,0.18270799347471453,2
0 0 1 0 0 0,0 0 tv 0 0 0,London_Maria,118,0.18351477449455678,1
0 0 1 0 1 0,0 0 tv 0 VS 0,London_Maria,118,0.18351477449455678,2
0 1 1 0 0 0,0 DVF tv 0 0 0,Nieuwkoop_DHB,137,0.18389261744966443,2
0 1 1 0 1 0,0 DVF tv 0 VS 0,Nieuwkoop_DHB,137,0.18389261744966443,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Glasgow_Mil,36,0.18556701030927836,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Glasgow_Mil,36,0.18556701030927836,3
1 1 0 0 0 1,tnv DVF 0 0 0 VS2,Glasgow_Mil,36,0.18556701030927836,3
1 1 0 0 1 1,tnv DVF 0 0 VS VS2,Glasgow_Mil,36,0.18556701030927836,4
0 1 1 1 0 0,0 DVF tv VB 0 0,Nieuwkoop_DHB,139,0.1865771812080537,3
0 1 1 1 1 0,0 DVF tv VB VS 0,Nieuwkoop_DHB,139,0.1865771812080537,4
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Dundee_Clat,223,0.18661087866108786,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Dundee_Clat,223,0.18661087866108786,4
0 0 0 1 0 1,0 0 0 VB 0 VS2,Birmingham_Maria,104,0.19012797074954296,2
0 0 0 1 1 1,0 0 0 VB VS VS2,Birmingham_Maria,104,0.19012797074954296,3
0 0 1 1 0 0,0 0 tv VB 0 0,London_Maria,123,0.19129082426127528,2
0 0 1 1 1 0,0 0 tv VB VS 0,London_Maria,123,0.19129082426127528,3
1 0 1 0 0 0,tnv 0 tv 0 0 0,Dundee_Maria,45,0.19148936170212766,2
1 0 1 0 1 0,tnv 0 tv 0 VS 0,Dundee_Maria,45,0.19148936170212766,3
1 0 1 0 0 1,tnv 0 tv 0 0 VS2,Amsterdam_Leid,166,0.19235225955967555,3
1 0 1 0 1 1,tnv 0 tv 0 VS VS2,Amsterdam_Leid,166,0.19235225955967555,4
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Exeter_Maria,31,0.19254658385093168,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Exeter_Maria,31,0.19254658385093168,4
1 0 1 1 0 0,tnv 0 tv VB 0 0,Exeter_Maria,31,0.19254658385093168,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Exeter_Maria,31,0.19254658385093168,4
1 1 0 1 0 1,tnv DVF 0 VB 0 VS2,Exeter_Maria,31,0.19254658385093168,4
1 1 0 1 1 1,tnv DVF 0 VB VS VS2,Exeter_Maria,31,0.19254658385093168,5
0 0 0 0 0 1,0 0 0 0 0 VS2,Nieuwkoop_DHB,145,0.19463087248322147,1
0 0 0 0 1 1,0 0 0 0 VS VS2,Nieuwkoop_DHB,145,0.19463087248322147,2
1 0 1 1 0 1,tnv 0 tv VB 0 VS2,Amsterdam_Leid,168,0.19466975666280417,4
1 0 1 1 1 1,tnv 0 tv VB VS VS2,Amsterdam_Leid,168,0.19466975666280417,5
0 1 0 1 0 0,0 DVF 0 VB 0 0,Glasgow_Bal,73,0.19571045576407506,2
0 1 0 1 1 0,0 DVF 0 VB VS 0,Glasgow_Bal,73,0.19571045576407506,3
0 0 0 1 0 1,0 0 0 VB 0 VS2,Cardiff_Maria,120,0.19575856443719414,2
0 0 0 1 1 1,0 0 0 VB VS VS2,Cardiff_Maria,120,0.19575856443719414,3
0 1 1 0 0 0,0 DVF tv 0 0 0,Amsterdam_Leid,169,0.19582850521436848,2
0 1 1 0 1 0,0 DVF tv 0 VS 0,Amsterdam_Leid,169,0.19582850521436848,3
1 0 0 1 0 1,tnv 0 0 VB 0 VS2,Glasgow_Mil,38,0.1958762886597938,3
1 0 0 1 1 1,tnv 0 0 VB VS VS2,Glasgow_Mil,38,0.1958762886597938,4
1 0 1 1 0 0,tnv 0 tv VB 0 0,Glasgow_Mil,38,0.1958762886597938,3
1 0 1 1 1 0,tnv 0 tv VB VS 0,Glasgow_Mil,38,0.1958762886597938,4
