testing_set_index	precision	recall	F1	MCC	AUC	fungal_FP	bacterial_FP	viral_FN	toolcombo	numtools
5	0.8071942446043165	0.561	0.6619469026548672	0.6430479734729306	0.9491	152	6361	439	0 0 1 0 1 1	3
5	0.8071942446043165	0.561	0.6619469026548672	0.6430479734729306	0.9491	152	6361	439	0 1 1 0 1 1	4
8	0.8272727272727273	0.546	0.6578313253012048	0.643276805755236	0.9403	150	6379	454	0 0 1 0 1 0	2
8	0.8272727272727273	0.546	0.6578313253012048	0.643276805755236	0.9403	150	6379	454	0 1 1 0 1 0	3
2	0.8948306595365418	0.502	0.6431774503523382	0.6448807121559974	0.9179	143	6434	498	0 0 1 1 0 1	3
2	0.8948306595365418	0.502	0.6431774503523382	0.6448807121559974	0.9179	143	6434	498	0 1 1 1 0 1	4
4	0.8920353982300885	0.504	0.6440894568690096	0.6450536497546961	0.9043	159	6429	496	0 0 1 1 0 0	2
4	0.8920353982300885	0.504	0.6440894568690096	0.6450536497546961	0.9043	159	6429	496	0 1 1 1 0 0	3
2	0.9043321299638989	0.501	0.6447876447876448	0.6482930790222465	0.8929	143	6439	499	0 0 1 1 0 0	2
2	0.9043321299638989	0.501	0.6447876447876448	0.6482930790222465	0.8929	143	6439	499	0 1 1 1 0 0	3
5	0.8208516886930984	0.559	0.6650803093396788	0.648390320245178	0.9324	152	6372	441	0 0 1 0 1 0	2
5	0.8208516886930984	0.559	0.6650803093396788	0.648390320245178	0.9324	152	6372	441	0 1 1 0 1 0	3
4	0.7552019583843329	0.617	0.6791414419372592	0.6501199140844679	0.9507	158	6318	383	1 0 1 0 0 1	3
4	0.7552019583843329	0.617	0.6791414419372592	0.6501199140844679	0.9507	158	6318	383	1 1 1 0 0 1	4
9	0.7670025188916877	0.609	0.6789297658862877	0.6516393453863714	0.9549	155	6321	391	1 0 1 0 0 1	3
9	0.7670025188916877	0.609	0.6789297658862877	0.6516393453863714	0.9549	155	6321	391	1 1 1 0 0 1	4
1	0.7719745222929937	0.606	0.6789915966386554	0.6524939512319649	0.9501	159	6332	394	1 0 1 0 0 1	3
1	0.7719745222929937	0.606	0.6789915966386554	0.6524939512319649	0.9501	159	6332	394	1 1 1 0 0 1	4
2	0.7766367137355584	0.605	0.6801573917931422	0.6542735433159717	0.9549	143	6347	395	1 0 1 0 0 1	3
2	0.7766367137355584	0.605	0.6801573917931422	0.6542735433159717	0.9549	143	6347	395	1 1 1 0 0 1	4
6	0.8647342995169082	0.537	0.662553979025293	0.6548255508557738	0.9576	0	6387	463	1 0 1 0 0 1	3
6	0.8647342995169082	0.537	0.662553979025293	0.6548255508557738	0.9576	0	6387	463	1 1 1 0 0 1	4
8	0.8853288364249579	0.525	0.6591337099811676	0.656238146847624	0.9503	150	6424	475	1 0 1 0 0 0	2
8	0.8853288364249579	0.525	0.6591337099811676	0.656238146847624	0.9503	150	6424	475	1 1 1 0 0 0	3
8	0.9095744680851063	0.513	0.6560102301790282	0.6587899335999715	0.9289	150	6442	487	0 0 1 1 0 1	3
8	0.9095744680851063	0.513	0.6560102301790282	0.6587899335999715	0.9289	150	6442	487	0 1 1 1 0 1	4
5	0.9121265377855887	0.519	0.661567877629063	0.6639825585053946	0.9297	152	6445	481	0 0 1 1 0 1	3
5	0.9121265377855887	0.519	0.661567877629063	0.6639825585053946	0.9297	152	6445	481	0 1 1 1 0 1	4
8	0.924187725631769	0.512	0.6589446589446589	0.6643987412249461	0.9055	150	6450	488	0 0 1 1 0 0	2
8	0.924187725631769	0.512	0.6589446589446589	0.6643987412249461	0.9055	150	6450	488	0 1 1 1 0 0	3
7	0.9108391608391608	0.521	0.6628498727735369	0.6647749809133708	0.925	160	6432	479	0 0 1 1 0 1	3
7	0.9108391608391608	0.521	0.6628498727735369	0.6647749809133708	0.925	160	6432	479	0 1 1 1 0 1	4
10	0.8901830282861897	0.535	0.6683322923173017	0.6650421117334181	0.9461	152	6426	465	1 0 1 0 0 0	2
10	0.8901830282861897	0.535	0.6683322923173017	0.6650421117334181	0.9461	152	6426	465	1 1 1 0 0 0	3
7	0.9215686274509803	0.517	0.6623959000640615	0.6667003357432768	0.9026	160	6438	483	0 0 1 1 0 0	2
7	0.9215686274509803	0.517	0.6623959000640615	0.6667003357432768	0.9026	160	6438	483	0 1 1 1 0 0	3
5	0.9217081850533808	0.518	0.6632522407170295	0.667450233534122	0.9085	152	6450	482	0 0 1 1 0 0	2
5	0.9217081850533808	0.518	0.6632522407170295	0.667450233534122	0.9085	152	6450	482	0 1 1 1 0 0	3
7	0.7829360100376411	0.624	0.6944908180300501	0.6686913914642503	0.9539	160	6338	376	1 0 1 0 0 1	3
7	0.7829360100376411	0.624	0.6944908180300501	0.6686913914642503	0.9539	160	6338	376	1 1 1 0 0 1	4
10	0.7780517879161529	0.631	0.6968525676421866	0.6702187835554989	0.9546	152	6342	369	1 0 1 0 0 1	3
10	0.7780517879161529	0.631	0.6968525676421866	0.6702187835554989	0.9546	152	6342	369	1 1 1 0 0 1	4
7	0.9037162162162162	0.535	0.672110552763819	0.6710690121382566	0.9461	160	6425	465	1 0 1 0 0 0	2
7	0.9037162162162162	0.535	0.672110552763819	0.6710690121382566	0.9461	160	6425	465	1 1 1 0 0 0	3
8	0.7830423940149626	0.628	0.6970033296337402	0.6710875845957495	0.9586	150	6346	372	1 0 1 0 0 1	3
8	0.7830423940149626	0.628	0.6970033296337402	0.6710875845957495	0.9586	150	6346	372	1 1 1 0 0 1	4
5	0.9023569023569024	0.536	0.6725219573400252	0.6711390017256211	0.9482	152	6436	464	1 0 1 0 0 0	2
5	0.9023569023569024	0.536	0.6725219573400252	0.6711390017256211	0.9482	152	6436	464	1 1 1 0 0 0	3
10	0.7389428263214671	0.685	0.7109496626881163	0.6794677259831419	0.9536	152	6265	315	0 0 1 1 1 1	4
10	0.7389428263214671	0.685	0.7109496626881163	0.6794677259831419	0.9536	152	6265	315	0 1 1 1 1 1	5
10	0.7544642857142857	0.676	0.7130801687763714	0.6831202014416533	0.9442	152	6285	324	0 0 1 1 1 0	3
10	0.7544642857142857	0.676	0.7130801687763714	0.6831202014416533	0.9442	152	6285	324	0 1 1 1 1 0	4
5	0.791921664626683	0.647	0.7121629058888277	0.6867724405608259	0.9557	152	6350	353	1 0 1 0 0 1	3
5	0.791921664626683	0.647	0.7121629058888277	0.6867724405608259	0.9557	152	6350	353	1 1 1 0 0 1	4
10	0.7481789802289281	0.719	0.7332993370729218	0.7032520895211885	0.96	152	6291	281	1 0 1 1 0 1	4
10	0.7481789802289281	0.719	0.7332993370729218	0.7032520895211885	0.96	152	6291	281	1 1 1 1 0 1	5
10	0.6082611592271818	0.913	0.730107956817273	0.7105327656048243	0.9684	122	6017	87	1 0 1 0 1 1	4
10	0.6082611592271818	0.913	0.730107956817273	0.7105327656048243	0.9684	122	6017	87	1 1 1 0 1 1	5
3	0.7084468664850136	0.78	0.7425035697287007	0.712126244957232	0.961	153	6223	220	1 0 1 1 0 1	4
3	0.7084468664850136	0.78	0.7425035697287007	0.712126244957232	0.961	153	6223	220	1 1 1 1 0 1	5
10	0.8236024844720496	0.663	0.7346260387811635	0.7126058375926846	0.955	152	6363	337	1 0 1 1 0 0	3
10	0.8236024844720496	0.663	0.7346260387811635	0.7126058375926846	0.955	152	6363	337	1 1 1 1 0 0	4
10	0.6082064857710126	0.919	0.7319792911190761	0.7132572777260138	0.968	122	6014	81	1 0 1 1 1 1	5
10	0.6082064857710126	0.919	0.7319792911190761	0.7132572777260138	0.968	122	6014	81	1 1 1 1 1 1	6
4	0.6271899088997898	0.895	0.7375360527400083	0.7155488582534758	0.9675	139	6040	105	1 0 1 0 1 1	4
4	0.6271899088997898	0.895	0.7375360527400083	0.7155488582534758	0.9675	139	6040	105	1 1 1 0 1 1	5
9	0.6239669421487604	0.906	0.7389885807504079	0.718412461491769	0.9681	126	6034	94	1 0 1 0 1 1	4
9	0.6239669421487604	0.906	0.7389885807504079	0.718412461491769	0.9681	126	6034	94	1 1 1 0 1 1	5
1	0.6283924843423799	0.903	0.7410750923266312	0.720148454914927	0.967	136	6042	97	1 0 1 0 1 1	4
1	0.6283924843423799	0.903	0.7410750923266312	0.720148454914927	0.967	136	6042	97	1 1 1 0 1 1	5
7	0.6275051831375259	0.908	0.7421332243563546	0.7218563611395871	0.9669	141	6037	92	1 0 1 0 1 1	4
7	0.6275051831375259	0.908	0.7421332243563546	0.7218563611395871	0.9669	141	6037	92	1 1 1 0 1 1	5
4	0.6265474552957359	0.911	0.7424612876935616	0.7225899002398634	0.9687	139	6033	89	1 0 1 1 1 1	5
4	0.6265474552957359	0.911	0.7424612876935616	0.7225899002398634	0.9687	139	6033	89	1 1 1 1 1 1	6
6	0.6782538399353274	0.839	0.7501117568171659	0.7228389214822957	0.9656	153	6106	161	1 0 1 0 1 1	4
6	0.6782538399353274	0.839	0.7501117568171659	0.7228389214822957	0.9656	153	6106	161	1 1 1 0 1 1	5
3	0.6366217175301633	0.897	0.7447073474470736	0.7230734298861019	0.9652	133	6081	103	1 0 1 0 1 1	4
3	0.6366217175301633	0.897	0.7447073474470736	0.7230734298861019	0.9652	133	6081	103	1 1 1 0 1 1	5
2	0.6200403496973773	0.922	0.7414555689585847	0.7230764674401693	0.969	123	6030	78	1 0 1 0 1 1	4
2	0.6200403496973773	0.922	0.7414555689585847	0.7230764674401693	0.969	123	6030	78	1 1 1 0 1 1	5
9	0.6210384356035064	0.921	0.74184454289166335	0.7233258093859283	0.9687	126	6023	79	1 0 1 1 1 1	5
9	0.6210384356035064	0.921	0.74184454289166335	0.7233258093859283	0.9687	126	6023	79	1 1 1 1 1 1	6
9	0.7082601054481547	0.806	0.753975678203929	0.7252899973810885	0.9599	155	6170	194	0 0 1 1 1 1	4
9	0.7082601054481547	0.806	0.753975678203929	0.7252899973810885	0.9599	155	6170	194	0 1 1 1 1 1	5
2	0.7046046915725456	0.811	0.7540678754067875	0.7255614667078664	0.9596	143	6186	189	0 0 1 1 1 1	4
2	0.7046046915725456	0.811	0.7540678754067875	0.7255614667078664	0.9596	143	6186	189	0 1 1 1 1 1	5
2	0.7142857142857143	0.8	0.7547169811320756	0.7259320706259644	0.955	143	6205	200	0 0 1 1 1 0	3
2	0.7142857142857143	0.8	0.7547169811320756	0.7259320706259644	0.955	143	6205	200	0 1 1 1 1 0	4
9	0.7211625794732062	0.794	0.7558305568776774	0.727049115986303	0.9561	155	6194	206	0 0 1 1 1 0	3
9	0.7211625794732062	0.794	0.7558305568776774	0.727049115986303	0.9561	155	6194	206	0 1 1 1 1 0	4
2	0.6189529489728297	0.934	0.7445197289756876	0.727855832486372	0.9685	123	6022	66	1 0 1 1 1 1	5
2	0.6189529489728297	0.934	0.7445197289756876	0.727855832486372	0.9685	123	6022	66	1 1 1 1 1 1	6
3	0.727188940092166	0.789	0.7568345323741008	0.7281615737122822	0.9612	153	6223	211	0 0 1 1 1 1	4
3	0.727188940092166	0.789	0.7568345323741008	0.7281615737122822	0.9612	153	6223	211	0 1 1 1 1 1	5
5	0.6429080541696365	0.902	0.750728256346234	0.7297519916230211	0.9692	135	6088	98	1 0 1 0 1 1	4
5	0.6429080541696365	0.902	0.750728256346234	0.7297519916230211	0.9692	135	6088	98	1 1 1 0 1 1	5
7	0.628144119646499	0.924	0.7478753541076486	0.7297771147210453	0.9676	141	6033	76	1 0 1 1 1 1	5
7	0.628144119646499	0.924	0.7478753541076486	0.7297771147210453	0.9676	141	6033	76	1 1 1 1 1 1	6
3	0.6316151202749141	0.919	0.7486761710794297	0.729920974343325	0.9668	133	6065	81	1 0 1 1 1 1	5
3	0.6316151202749141	0.919	0.7486761710794297	0.729920974343325	0.9668	133	6065	81	1 1 1 1 1 1	6
3	0.7386363636363636	0.78	0.7587548638132297	0.7303178701522929	0.9597	153	6242	220	0 0 1 1 1 0	3
3	0.7386363636363636	0.78	0.7587548638132297	0.7303178701522929	0.9597	153	6242	220	0 1 1 1 1 0	4
4	0.7140335392762577	0.809	0.7585560243788092	0.7304174796343117	0.9639	158	6203	191	1 0 1 1 0 1	4
4	0.7140335392762577	0.809	0.7585560243788092	0.7304174796343117	0.9639	158	6203	191	1 1 1 1 0 1	5
10	0.6422995031937544	0.905	0.751349107513491	0.7307441811577623	0.9688	122	6075	95	1 0 1 0 1 0	3
10	0.6422995031937544	0.905	0.751349107513491	0.7307441811577623	0.9688	122	6075	95	1 1 1 0 1 0	4
1	0.6306122448979592	0.927	0.7506072874493928	0.7329295368544356	0.97	136	6036	73	1 0 1 1 1 1	5
1	0.6306122448979592	0.927	0.7506072874493928	0.7329295368544356	0.97	136	6036	73	1 1 1 1 1 1	6
9	0.7184724689165186	0.809	0.7610536218250236	0.7331288293631015	0.9674	155	6205	191	1 0 1 1 0 1	4
9	0.7184724689165186	0.809	0.7610536218250236	0.7331288293631015	0.9674	155	6205	191	1 1 1 1 0 1	5
10	0.6420534458509142	0.913	0.7539223781998348	0.7343528995050154	0.9684	122	6071	87	1 0 1 1 1 0	4
10	0.6420534458509142	0.913	0.7539223781998348	0.7343528995050154	0.9684	122	6071	87	1 1 1 1 1 0	5
2	0.723613595706619	0.809	0.7639282341831917	0.7362811081942912	0.9665	143	6240	191	1 0 1 1 0 1	4
2	0.723613595706619	0.809	0.7639282341831917	0.7362811081942912	0.9665	143	6240	191	1 1 1 1 0 1	5
6	0.7758264462809917	0.751	0.7632113821138211	0.7363506727509348	0.9628	0	6273	249	1 0 1 1 0 1	4
6	0.7758264462809917	0.751	0.7632113821138211	0.7363506727509348	0.9628	0	6273	249	1 1 1 1 0 1	5
1	0.6585903083700441	0.897	0.7595258255715495	0.7380935521364843	0.9676	137	6085	103	1 0 1 0 1 0	3
1	0.6585903083700441	0.897	0.7595258255715495	0.7380935521364843	0.9676	137	6085	103	1 1 1 0 1 0	4
9	0.6564774381368268	0.902	0.759898904802022	0.7390185820185587	0.9686	126	6083	98	1 0 1 0 1 0	3
9	0.6564774381368268	0.902	0.759898904802022	0.7390185820185587	0.9686	126	6083	98	1 1 1 0 1 0	4
6	0.6791277258566978	0.872	0.7635726795096323	0.7396408454279155	0.9659	153	6097	128	1 0 1 1 1 1	5
6	0.6791277258566978	0.872	0.7635726795096323	0.7396408454279155	0.9659	153	6097	128	1 1 1 1 1 1	6
5	0.7176368375325803	0.826	0.7680148768014875	0.7413328798296728	0.9681	152	6217	174	1 0 1 1 0 1	4
5	0.7176368375325803	0.826	0.7680148768014875	0.7413328798296728	0.9681	152	6217	174	1 1 1 1 0 1	5
5	0.6433032616238723	0.927	0.7595247849242114	0.7418255352654842	0.9691	135	6079	73	1 0 1 1 1 1	5
5	0.6433032616238723	0.927	0.7595247849242114	0.7418255352654842	0.9691	135	6079	73	1 1 1 1 1 1	6
4	0.668918918918919	0.891	0.7641509433962266	0.7421569979457522	0.9694	140	6104	109	1 0 1 0 1 0	3
4	0.668918918918919	0.891	0.7641509433962266	0.7421569979457522	0.9694	140	6104	109	1 1 1 0 1 0	4
3	0.6699248120300751	0.891	0.7648068669527898	0.7428581790158146	0.9669	133	6128	109	1 0 1 0 1 0	3
3	0.6699248120300751	0.891	0.7648068669527898	0.7428581790158146	0.9669	133	6128	109	1 1 1 0 1 0	4
7	0.6634756995581738	0.901	0.7642069550466496	0.74330875109997	0.9674	141	6093	99	1 0 1 0 1 0	3
7	0.6634756995581738	0.901	0.7642069550466496	0.74330875109997	0.9674	141	6093	99	1 1 1 0 1 0	4
9	0.652452025586354	0.918	0.7627752388865808	0.7438819251391083	0.9692	126	6071	82	1 0 1 1 1 0	4
9	0.652452025586354	0.918	0.7627752388865808	0.7438819251391083	0.9692	126	6071	82	1 1 1 1 1 0	5
7	0.7282415630550622	0.82	0.7714016933207902	0.7448021780833537	0.9611	160	6201	180	0 0 1 1 1 1	4
7	0.7282415630550622	0.82	0.7714016933207902	0.7448021780833537	0.9611	160	6201	180	0 1 1 1 1 1	5
2	0.6538461538461539	0.918	0.7637271214642263	0.7448375274064238	0.9693	123	6085	82	1 0 1 0 1 0	3
2	0.6538461538461539	0.918	0.7637271214642263	0.7448375274064238	0.9693	123	6085	82	1 1 1 0 1 0	4
7	0.7408088235294118	0.806	0.7720306513409964	0.7451989890075955	0.9582	160	6223	194	0 0 1 1 1 0	3
7	0.7408088235294118	0.806	0.7720306513409964	0.7451989890075955	0.9582	160	6223	194	0 1 1 1 1 0	4
8	0.6500351370344343	0.925	0.7635163021048288	0.7455578310101125	0.9729	130	6098	75	1 0 1 0 1 1	4
8	0.6500351370344343	0.925	0.7635163021048288	0.7455578310101125	0.9729	130	6098	75	1 1 1 0 1 1	5
4	0.7327354260089686	0.817	0.7725768321513001	0.7460102972028009	0.9641	159	6208	183	0 0 1 1 1 1	4
4	0.7327354260089686	0.817	0.7725768321513001	0.7460102972028009	0.9641	159	6208	183	0 1 1 1 1 1	5
5	0.7262323943661971	0.825	0.7724719101123595	0.7461402820677824	0.9638	152	6209	175	0 0 1 1 1 1	4
5	0.7262323943661971	0.825	0.7724719101123595	0.7461402820677824	0.9638	152	6209	175	0 1 1 1 1 1	5
1	0.7381818181818182	0.812	0.7733333333333333	0.7467412868385996	0.9673	159	6237	188	1 0 1 1 0 1	4
1	0.7381818181818182	0.812	0.7733333333333333	0.7467412868385996	0.9673	159	6237	188	1 1 1 1 0 1	5
5	0.7327971403038427	0.82	0.773949976403964	0.7475993814217637	0.9614	152	6220	180	0 0 1 1 1 0	3
5	0.7327971403038427	0.82	0.773949976403964	0.7475993814217637	0.9614	152	6220	180	0 1 1 1 1 0	4
4	0.744700460829493	0.808	0.7750599520383693	0.7485892222785528	0.9628	159	6227	192	0 0 1 1 1 0	3
4	0.744700460829493	0.808	0.7750599520383693	0.7485892222785528	0.9628	159	6227	192	0 1 1 1 1 0	4
3	0.6630355846042121	0.913	0.7681952040387042	0.7487933342015005	0.9679	133	6111	87	1 0 1 1 1 0	4
3	0.6630355846042121	0.913	0.7681952040387042	0.7487933342015005	0.9679	133	6111	87	1 1 1 1 1 0	5
7	0.736936936936937	0.818	0.7753554502369667	0.7490853643891001	0.9661	160	6237	182	1 0 1 1 0 1	4
7	0.736936936936937	0.818	0.7753554502369667	0.7490853643891001	0.9661	160	6237	182	1 1 1 1 0 1	5
6	0.721551724137931	0.837	0.7749999999999999	0.7493212042800407	0.9663	153	6180	163	1 0 1 0 1 0	3
6	0.721551724137931	0.837	0.7749999999999999	0.7493212042800407	0.9663	153	6180	163	1 1 1 0 1 0	4
4	0.6674008810572687	0.909	0.7696867061812024	0.7498085117943182	0.9701	140	6096	91	1 0 1 1 1 0	4
4	0.6674008810572687	0.909	0.7696867061812024	0.7498085117943182	0.9701	140	6096	91	1 1 1 1 1 0	5
8	0.6466942148760331	0.939	0.7659053833605219	0.7498357634966976	0.9728	130	6084	61	1 0 1 1 1 1	5
8	0.6466942148760331	0.939	0.7659053833605219	0.7498357634966976	0.9728	130	6084	61	1 1 1 1 1 1	6
5	0.6775170325510976	0.895	0.7712193020249892	0.7498383986286158	0.9701	135	6139	105	1 0 1 0 1 0	3
5	0.6775170325510976	0.895	0.7712193020249892	0.7498383986286158	0.9701	135	6139	105	1 1 1 0 1 0	4
8	0.7297535211267606	0.829	0.7762172284644194	0.7503613693442284	0.9705	150	6238	171	1 0 1 1 0 1	4
8	0.7297535211267606	0.829	0.7762172284644194	0.7503613693442284	0.9705	150	6238	171	1 1 1 1 0 1	5
1	0.7442713107241063	0.812	0.7766618842659014	0.7504232881184129	0.9583	160	6220	188	0 0 1 1 1 0	3
1	0.7442713107241063	0.812	0.7766618842659014	0.7504232881184129	0.9583	160	6220	188	0 1 1 1 1 0	4
3	0.7864476386036962	0.766	0.7760891590678826	0.7506316827155345	0.9616	153	6309	234	1 0 1 1 0 0	3
3	0.7864476386036962	0.766	0.7760891590678826	0.7506316827155345	0.9616	153	6309	234	1 1 1 1 0 0	4
2	0.6526610644257703	0.932	0.7677100494233938	0.7506546883323473	0.9685	123	6077	68	1 0 1 1 1 0	4
2	0.6526610644257703	0.932	0.7677100494233938	0.7506546883323473	0.9685	123	6077	68	1 1 1 1 1 0	5
1	0.7370304114490162	0.824	0.7780925401322002	0.7522536337075899	0.9616	160	6206	176	0 0 1 1 1 1	4
1	0.7370304114490162	0.824	0.7780925401322002	0.7522536337075899	0.9616	160	6206	176	0 1 1 1 1 1	5
1	0.6604717655468192	0.924	0.7703209670696124	0.7522733010976069	0.971	137	6078	76	1 0 1 1 1 0	4
1	0.6604717655468192	0.924	0.7703209670696124	0.7522733010976069	0.971	137	6078	76	1 1 1 1 1 0	5
7	0.6628324946081955	0.922	0.7712254286909243	0.7529246253978453	0.9684	141	6085	78	1 0 1 1 1 0	4
7	0.6628324946081955	0.922	0.7712254286909243	0.7529246253978453	0.9684	141	6085	78	1 1 1 1 1 0	5
2	0.7796610169491526	0.782	0.780828756864703	0.7553702693333444	0.9655	143	6302	218	1 0 1 1 0 0	3
2	0.7796610169491526	0.782	0.780828756864703	0.7553702693333444	0.9655	143	6302	218	1 1 1 1 0 0	4
6	0.8096256684491978	0.757	0.7824289405684755	0.7586519991226218	0.9599	0	6310	243	0 0 1 1 1 1	4
6	0.8096256684491978	0.757	0.7824289405684755	0.7586519991226218	0.9599	0	6310	243	0 1 1 1 1 1	5
8	0.7404444444444445	0.833	0.784	0.7589823999283737	0.9669	150	6231	167	0 0 1 1 1 1	4
8	0.7404444444444445	0.833	0.784	0.7589823999283737	0.9669	150	6231	167	0 1 1 1 1 1	5
6	0.8358038768529077	0.733	0.7810335641981887	0.7594701739928236	0.9613	0	6345	267	1 0 1 1 0 0	3
6	0.8358038768529077	0.733	0.7810335641981887	0.7594701739928236	0.9613	0	6345	267	1 1 1 1 0 0	4
8	0.7493188010899182	0.825	0.7853403141361256	0.7602378432902542	0.9646	150	6245	175	0 0 1 1 1 0	3
8	0.7493188010899182	0.825	0.7853403141361256	0.7602378432902542	0.9646	150	6245	175	0 1 1 1 1 0	4
9	0.7864271457085829	0.788	0.7872127872127871	0.762511908657811	0.9674	155	6284	212	1 0 1 1 0 0	3
9	0.7864271457085829	0.788	0.7872127872127871	0.762511908657811	0.9674	155	6284	212	1 1 1 1 0 0	4
5	0.6761487964989059	0.927	0.7819485449177562	0.764378245596308	0.9697	135	6125	73	1 0 1 1 1 0	4
5	0.6761487964989059	0.927	0.7819485449177562	0.764378245596308	0.9697	135	6125	73	1 1 1 1 1 0	5
6	0.8261826182618262	0.751	0.7867993713986379	0.7644372431695904	0.958	0	6330	249	0 0 1 1 1 0	3
6	0.8261826182618262	0.751	0.7867993713986379	0.7644372431695904	0.958	0	6330	249	0 1 1 1 1 0	4
6	0.7176954732510288	0.872	0.7873589164785553	0.7645812648760331	0.966	153	6165	128	1 0 1 1 1 0	4
6	0.7176954732510288	0.872	0.7873589164785553	0.7645812648760331	0.966	153	6165	128	1 1 1 1 1 0	5
4	0.7867063492063492	0.793	0.7898406374501992	0.7653905447577924	0.9646	159	6287	207	1 0 1 1 0 0	3
4	0.7867063492063492	0.793	0.7898406374501992	0.7653905447577924	0.9646	159	6287	207	1 1 1 1 0 0	4
5	0.7827788649706457	0.8	0.791295746785361	0.7668805283959733	0.9679	152	6296	200	1 0 1 1 0 0	3
5	0.7827788649706457	0.8	0.791295746785361	0.7668805283959733	0.9679	152	6296	200	1 1 1 1 0 0	4
8	0.6888556469708302	0.921	0.7881899871630296	0.7700167131668763	0.9738	130	6151	79	1 0 1 0 1 0	3
8	0.6888556469708302	0.921	0.7881899871630296	0.7700167131668763	0.9738	130	6151	79	1 1 1 0 1 0	4
8	0.6832116788321168	0.936	0.789873417721519	0.7734820715708675	0.9733	130	6135	64	1 0 1 1 1 0	4
8	0.6832116788321168	0.936	0.789873417721519	0.7734820715708675	0.9733	130	6135	64	1 1 1 1 1 0	5
8	0.7909715407262021	0.806	0.7984150569588905	0.7748591630419105	0.9698	150	6306	194	1 0 1 1 0 0	3
8	0.7909715407262021	0.806	0.7984150569588905	0.7748591630419105	0.9698	150	6306	194	1 1 1 1 0 0	4
1	0.8130165289256198	0.787	0.7997967479674797	0.7771537017389557	0.9671	160	6317	213	1 0 1 1 0 0	3
1	0.8130165289256198	0.787	0.7997967479674797	0.7771537017389557	0.9671	160	6317	213	1 1 1 1 0 0	4
7	0.8096212896622313	0.791	0.8002023267577137	0.7774162802653847	0.9657	160	6317	209	1 0 1 1 0 0	3
7	0.8096212896622313	0.791	0.8002023267577137	0.7774162802653847	0.9657	160	6317	209	1 1 1 1 0 0	4
